	SRR7093809	SRR7093811	SRR7093812	SRR7093813	SRR7093814	SRR7093815	SRR7093816	SRR7093819	SRR7093821	SRR7093822	SRR7093824	SRR7093826	SRR7093827	SRR7093828	SRR7093829	SRR7093830	SRR7093832	SRR7093833	SRR7093834	SRR7093835	SRR7093836	SRR7093838	SRR7093839	SRR7093840	SRR7093842	SRR7093843	SRR7093845	SRR7093846	SRR7093847	SRR7093848	SRR7093850	SRR7093852	SRR7093854	SRR7093855	SRR7093856	SRR7093857	SRR7093858	SRR7093859	SRR7093860	SRR7093861	SRR7093862	SRR7093863	SRR7093864	SRR7093865	SRR7093866	SRR7093867	SRR7093869	SRR7093870	SRR7093871	SRR7093872	SRR7093873	SRR7093874	SRR7093875	SRR7093876	SRR7093877	SRR7093878	SRR7093879	SRR7093882	SRR7093883	SRR7093884	SRR7093887	SRR7093888	SRR7093889	SRR7093890	SRR7093891	SRR7093892	SRR7093893	SRR7093894	SRR7093895	SRR7093896	SRR7093897	SRR7093898	SRR7093899	SRR7093900	SRR7093901	SRR7093902	SRR7093903	SRR7093904	SRR7093905	SRR7093906	SRR7093907	SRR7093908	SRR7093909	SRR7093910	SRR7093911	SRR7093912	SRR7093913	SRR7093914	SRR7093915	SRR7093916	SRR7093917	SRR7093918	SRR7093919	SRR7093920	SRR7093921	SRR7093922	SRR7093923	SRR7093924	SRR7093925	SRR7093926	SRR7093927	SRR7093929	SRR7093930	SRR7093931	SRR7093932	SRR7093933	SRR7093934	SRR7093937	SRR7093940	SRR7093942	SRR7093943	SRR7093945	SRR7093946	SRR7093947	SRR7093948	SRR7093950
ENSG00000161677.13	41	45	40	45	52	37	22	46	31	28	45	47	49	50	47	45	50	51	40	37	53	39	49	47	38	49	38	43	41	47	41	46	66	48	47	48	42	66	49	30	15	12	44	45	39	22	21	14	29	12	23	44	49	45	49	41	28	56	48	38	60	50	50	41	40	60	53	36	42	50	51	40	50	45	48	44	48	46	41	35	45	45	50	44	45	49	44	48	53	40	42	51	33	40	30	34	27	36	31	30	42	49	35	44	49	42	60	43	46	49	47	42	43	48	35	27
ENSG00000161681.18	18	24	21	18	25	14	21	24	24	19	18	21	22	19	20	24	19	20	12	16	21	11	16	29	19	22	20	22	11	23	20	19	31	21	24	22	19	26	21	21	13	17	20	21	21	18	11	19	20	10	12	18	25	20	23	31	19	33	27	19	17	25	24	19	18	24	20	12	27	35	32	16	13	25	19	26	20	21	23	22	20	17	30	23	20	20	22	36	19	25	24	28	14	17	13	15	8	18	18	15	23	23	23	16	25	23	25	20	16	26	5	24	23	14	21	26
ENSG00000161682.16	13	21	16	17	10	18	11	17	18	15	12	20	15	13	15	18	9	19	19	10	18	20	20	18	18	10	16	11	17	19	13	17	22	22	16	15	16	25	16	12	6	10	12	5	15	3	6	6	7	3	11	16	26	26	19	15	19	18	17	14	23	21	20	16	16	21	18	11	29	22	15	13	19	18	20	19	22	16	19	14	18	14	20	19	19	14	16	23	16	18	17	19	12	15	15	11	6	17	6	11	14	20	15	10	20	12	25	18	15	15	19	15	19	16	15	14
ENSG00000161692.18	42	46	32	33	41	44	45	53	42	48	23	39	17	24	38	39	15	44	36	45	27	48	35	34	43	20	34	40	42	41	24	53	34	28	44	46	52	42	49	21	17	24	17	18	16	20	21	19	25	14	16	41	31	48	47	36	51	26	22	35	33	25	36	54	45	41	40	35	37	37	37	48	30	45	41	32	37	34	40	49	47	38	34	28	54	26	36	33	25	29	38	45	25	22	15	19	21	18	35	23	53	32	38	31	21	44	19	37	28	21	19	37	34	34	38	33
ENSG00000161800.14	91	94	90	89	90	94	93	95	93	94	73	90	50	72	91	91	64	94	93	95	71	95	89	88	94	74	91	92	94	91	84	93	84	75	94	92	94	88	94	51	57	53	65	47	51	72	57	59	74	56	57	94	91	93	94	84	95	72	87	90	91	87	92	95	95	91	90	89	89	90	91	92	85	94	90	89	90	82	92	94	93	91	86	82	94	78	91	86	71	90	89	92	72	75	54	47	54	37	67	61	94	88	90	88	72	93	51	92	81	63	61	91	91	89	90	86
ENSG00000161847.16	79	72	61	67	73	65	47	76	60	60	69	75	73	67	68	73	63	73	65	68	61	72	68	67	70	62	60	69	65	65	62	75	70	66	65	71	69	71	75	33	24	23	61	30	50	25	28	17	46	16	31	69	63	71	66	61	48	66	56	57	70	51	63	60	57	64	66	65	61	64	67	60	68	59	64	52	70	66	59	61	67	65	65	60	65	64	66	58	69	62	59	62	40	49	32	38	30	33	46	35	68	63	62	61	65	64	60	66	60	55	53	63	64	66	66	50
ENSG00000161888.12	49	64	45	45	52	50	31	53	40	46	27	54	14	19	47	53	16	51	52	52	23	56	49	36	59	22	53	49	63	38	34	59	35	27	51	50	56	35	56	14	17	11	14	27	14	20	20	10	35	17	17	53	61	59	56	32	59	25	42	37	69	43	54	46	43	51	35	38	44	37	41	39	31	56	59	62	51	24	57	53	44	51	40	30	54	22	51	36	16	50	44	44	31	24	9	11	23	3	16	10	46	33	36	40	24	44	17	38	28	13	14	51	42	31	44	37
ENSG00000161939.19	34	36	28	34	40	31	39	33	38	35	36	37	36	31	38	33	39	40	36	26	38	35	44	36	34	40	33	35	33	24	30	34	39	30	32	28	40	44	27	12	1	0	0	0	0	1	0	1	11	8	0	36	31	41	38	29	0	38	40	29	47	39	39	38	25	41	38	36	19	36	14	27	28	33	23	40	40	34	32	17	32	29	14	22	29	45	37	12	42	36	30	35	0	17	1	0	1	2	0	1	35	34	32	30	37	27	36	36	38	42	47	29	32	28	27	1
ENSG00000161960.17	99	98	99	98	98	99	98	99	99	99	97	98	97	98	98	98	98	99	99	99	98	99	98	98	99	97	98	99	99	98	98	98	98	98	99	98	98	98	98	98	97	98	97	98	98	98	97	97	98	97	97	99	98	99	98	98	98	98	98	98	98	97	98	99	98	98	99	98	98	98	98	98	98	98	98	99	98	98	98	99	98	98	98	97	98	98	98	97	97	98	98	98	97	97	96	98	97	97	97	97	98	97	98	98	98	98	96	98	97	98	97	98	98	98	98	98
ENSG00000161970.16	97	97	97	97	96	97	97	97	98	98	98	96	97	96	97	97	97	97	97	97	96	97	96	97	97	98	97	96	97	97	96	95	95	96	97	95	96	95	95	97	98	97	97	98	97	97	97	97	97	97	97	97	96	97	97	97	97	96	95	97	96	97	96	97	97	97	97	96	95	96	96	96	96	97	96	97	97	96	97	96	96	96	94	97	96	97	97	95	96	97	96	96	97	96	95	97	96	96	95	96	97	97	97	97	96	97	97	97	96	97	98	97	96	97	97	97
ENSG00000161980.7	31	27	31	22	28	27	17	29	19	24	14	29	20	13	24	27	20	29	32	26	20	29	21	35	35	16	26	35	26	26	29	27	28	35	34	28	26	26	30	24	27	28	24	26	19	25	27	26	22	28	26	30	29	26	26	26	36	24	30	35	33	21	25	30	29	32	29	29	24	25	23	31	26	32	24	24	31	25	29	30	25	28	28	23	29	28	20	23	19	21	28	23	25	22	31	24	27	22	30	25	28	25	23	20	25	28	19	25	19	33	24	29	28	25	33	29
ENSG00000161981.11	40	44	40	37	40	38	31	39	31	30	34	47	40	35	39	39	34	39	35	40	41	41	36	43	45	35	38	40	42	39	35	47	48	39	44	36	37	48	42	31	40	33	41	44	38	36	41	38	40	40	40	46	42	49	42	45	40	49	40	43	44	42	42	43	46	45	45	43	43	38	35	39	42	42	36	45	45	41	39	43	38	37	45	35	40	44	37	37	36	41	35	37	37	40	39	31	40	38	39	36	43	41	39	39	42	38	32	40	36	49	36	46	41	39	47	47
ENSG00000161996.20	34	41	48	31	46	36	37	41	31	38	36	42	46	31	47	54	45	48	38	37	41	48	41	38	43	41	25	36	38	45	48	36	36	36	30	42	51	39	40	14	13	12	34	40	21	18	23	19	22	13	23	43	36	45	40	44	44	32	61	35	53	35	46	48	45	48	34	27	44	44	29	44	32	44	33	49	47	35	56	44	51	38	49	37	53	25	30	43	28	57	41	54	35	21	19	31	33	34	27	34	35	43	32	37	27	39	31	46	40	22	34	35	31	26	30	31
ENSG00000162062.16	21	23	28	18	20	16	4	35	23	15	13	26	12	6	32	27	14	25	21	23	10	27	25	22	30	10	25	25	21	21	25	25	23	30	23	29	25	27	25	3	6	3	5	5	5	7	4	13	11	8	3	29	27	27	24	20	26	11	24	22	36	19	22	34	28	32	22	23	18	23	24	26	22	24	15	24	29	19	23	20	21	30	20	8	29	18	27	15	9	24	24	16	18	19	3	4	8	11	7	12	19	15	19	12	12	18	11	19	17	10	8	20	24	19	22	12
ENSG00000162063.14	67	74	57	59	62	68	50	73	57	53	30	65	28	31	64	70	33	74	66	68	32	75	58	59	73	31	60	71	71	64	49	76	57	34	69	73	73	64	77	22	19	21	26	23	22	33	25	21	36	20	28	60	62	70	72	48	72	30	45	50	69	52	71	70	72	66	52	57	61	61	62	71	45	71	66	60	71	45	72	71	78	67	55	41	76	41	61	59	34	62	64	67	37	30	20	18	23	13	23	22	75	46	55	49	30	63	24	60	42	28	21	64	58	50	60	53
ENSG00000162065.16	47	40	40	40	46	37	38	43	35	36	48	47	42	43	42	43	50	39	44	38	44	37	40	49	42	41	41	45	42	40	47	42	53	47	49	44	38	52	42	41	28	35	35	30	41	41	30	48	33	33	39	40	43	42	39	35	35	54	58	38	48	52	47	34	41	42	37	45	51	52	45	42	41	37	41	40	39	43	46	43	39	45	50	39	40	45	29	48	45	39	43	50	40	39	37	39	27	34	35	35	36	44	41	38	41	41	46	41	40	50	40	46	42	42	49	38
ENSG00000162066.17	39	53	49	47	54	41	36	59	45	43	41	43	34	48	52	52	41	59	50	41	52	53	42	48	50	49	40	39	56	38	38	49	46	46	45	40	51	61	47	29	15	10	27	34	42	14	17	12	31	20	17	47	44	58	47	30	42	32	36	37	55	44	42	40	44	60	37	26	42	39	35	38	30	44	45	42	56	40	44	32	49	44	37	44	49	31	47	46	29	38	39	39	31	50	36	33	32	24	18	24	41	36	32	29	30	29	32	36	28	24	28	31	35	32	26	21
ENSG00000162073.15	41	38	45	28	43	32	32	49	33	42	26	40	16	26	37	45	19	42	42	35	32	41	40	34	42	20	33	42	40	35	43	51	40	53	35	51	52	49	60	17	16	17	23	20	24	23	17	21	35	18	20	49	48	48	49	35	45	27	49	44	59	38	48	44	48	46	44	42	52	49	46	53	35	50	47	45	52	41	50	48	45	48	53	33	46	29	49	47	24	49	48	42	41	35	18	22	23	14	26	23	40	37	39	28	27	51	21	43	35	28	27	46	46	35	45	32
ENSG00000162076.14	38	41	36	38	38	32	26	33	32	33	42	37	41	41	35	37	50	39	29	31	40	33	37	36	33	47	34	32	36	38	36	35	46	44	32	36	34	48	32	28	23	33	35	44	38	35	37	27	34	26	24	45	38	37	37	51	32	47	48	39	44	46	38	37	35	49	47	35	41	40	37	35	41	35	37	31	41	40	29	37	37	38	40	42	37	46	37	40	44	40	36	37	29	39	29	31	27	33	30	32	38	42	37	36	45	39	58	36	37	45	50	41	40	40	42	35
ENSG00000162129.16	48	46	46	55	53	54	51	49	53	44	24	51	34	34	39	43	29	50	49	59	32	47	40	47	52	36	49	52	51	38	39	42	50	40	48	41	53	47	45	38	44	41	38	37	28	28	30	50	41	39	44	43	38	43	41	42	50	43	46	37	40	35	41	47	37	51	47	45	39	40	38	61	42	49	44	37	39	43	37	44	40	41	41	31	43	44	36	42	35	39	40	40	31	36	35	27	33	40	37	36	50	34	42	32	38	51	38	44	34	40	28	39	46	45	39	42
ENSG00000162139.11	39	40	33	35	39	32	27	36	31	30	32	33	43	32	37	39	38	28	31	36	40	41	34	32	30	39	29	34	35	35	31	42	31	38	47	42	41	35	41	32	37	37	34	23	28	33	34	40	32	42	47	38	33	39	35	36	36	42	39	48	28	36	40	47	42	34	39	40	35	37	39	41	33	40	39	29	30	37	42	36	46	42	47	37	43	44	31	42	36	42	32	36	33	28	44	36	36	38	36	38	43	36	37	41	33	39	35	36	37	37	27	42	41	37	39	40
ENSG00000162302.14	74	80	78	73	78	72	61	73	67	70	63	75	60	64	76	74	68	80	72	71	64	79	73	73	75	64	76	76	74	72	72	80	81	72	80	74	79	80	82	60	41	36	66	48	62	45	53	43	64	43	56	76	78	73	80	69	70	76	76	77	80	70	77	69	70	78	76	75	73	79	73	72	77	71	69	74	70	72	65	73	76	77	77	64	75	68	70	72	69	69	71	73	64	57	55	54	56	48	56	56	76	69	75	67	69	70	62	72	69	69	74	72	76	76	75	67
ENSG00000162341.19	40	43	49	46	41	39	38	41	35	37	45	45	46	50	44	43	39	43	38	37	46	46	53	37	40	53	49	43	43	43	40	48	51	49	44	44	46	49	51	46	39	40	52	38	39	41	40	30	42	42	49	40	45	44	41	44	39	45	44	46	48	45	50	37	39	43	40	46	50	48	38	43	48	51	43	37	35	50	44	48	50	47	57	43	40	42	40	51	48	42	48	44	41	48	43	46	48	46	43	45	41	49	40	47	40	41	51	48	45	37	44	44	44	39	41	39
ENSG00000162378.14	76	75	72	74	71	72	74	62	68	70	78	72	77	77	69	73	76	65	72	72	79	73	74	72	71	79	69	73	70	73	75	73	71	73	70	74	68	66	72	79	82	82	81	66	82	82	82	81	80	84	83	67	72	70	71	73	74	74	68	71	58	72	73	69	70	50	72	76	77	81	77	74	75	62	71	72	66	73	73	72	71	71	77	79	70	73	74	79	76	73	77	73	80	77	81	80	82	76	84	81	64	74	68	72	76	71	80	75	75	74	78	70	74	74	72	78
ENSG00000162384.15	53	59	48	52	59	60	60	57	56	57	65	49	61	66	59	49	62	58	50	61	62	57	62	51	58	66	55	57	53	55	53	60	54	48	57	57	55	61	56	65	73	73	71	75	72	71	71	69	67	74	67	55	53	52	57	66	59	62	59	63	60	57	57	59	57	66	64	59	55	60	64	55	57	57	52	56	57	63	55	58	59	58	48	62	52	66	55	57	65	52	56	59	65	70	68	72	66	74	69	66	59	55	58	64	58	54	57	61	57	60	69	60	56	59	55	60
ENSG00000162390.19	25	29	35	28	34	32	27	31	29	29	13	31	19	24	31	32	29	27	38	30	23	28	32	31	32	23	33	36	28	24	27	22	38	31	30	30	37	36	37	18	14	12	13	12	14	12	18	18	18	13	29	31	32	29	34	16	27	37	33	23	30	36	28	20	22	34	24	29	34	30	29	26	32	25	22	30	23	24	21	26	24	31	32	22	23	22	25	28	29	25	21	27	15	22	23	19	21	24	22	21	30	22	22	24	18	26	5	26	25	20	10	23	26	25	22	20
ENSG00000162407.10	84	90	85	93	84	95	97	93	92	95	98	95	98	98	95	94	96	95	95	96	96	89	96	91	95	97	94	91	94	94	98	94	84	95	79	93	86	96	85	97	99	99	99	98	98	98	99	98	97	99	98	92	84	79	92	76	89	93	96	86	96	96	94	94	90	78	88	92	95	97	96	90	82	88	85	93	93	96	96	93	97	98	95	98	96	96	97	93	98	93	98	91	99	99	99	97	98	98	98	98	95	89	98	96	97	95	82	95	97	94	99	95	95	98	85	89
ENSG00000162413.17	71	77	88	80	80	83	71	81	77	77	74	88	68	79	79	81	78	82	86	73	82	78	79	89	74	77	75	79	78	75	83	74	91	91	81	75	78	84	75	61	51	54	69	61	61	55	55	58	64	51	73	74	81	76	77	71	71	81	83	64	81	78	75	67	70	76	66	75	71	77	71	69	71	73	74	79	78	67	74	73	76	74	78	72	74	66	67	74	70	75	69	77	59	78	68	66	71	70	58	65	72	66	69	64	70	65	70	70	69	83	67	55	69	79	68	58
ENSG00000162434.15	94	95	95	96	95	97	96	94	96	94	95	95	95	96	95	93	95	96	95	96	95	95	96	95	94	95	95	95	97	95	96	96	96	96	94	95	95	95	93	97	97	97	97	96	96	96	97	95	96	97	97	94	95	95	94	93	95	94	95	95	95	95	93	94	94	93	94	94	94	95	95	93	95	94	94	95	94	94	93	95	95	95	95	95	94	96	96	94	96	96	95	95	96	96	94	96	96	95	94	95	93	93	94	95	95	93	94	95	95	93	95	94	94	94	93	94
ENSG00000162458.14	92	66	81	80	72	66	57	75	72	67	79	82	88	78	82	81	91	65	71	62	86	76	80	86	71	85	75	86	68	83	73	82	80	82	76	69	74	76	73	73	65	78	71	68	54	69	77	85	58	81	78	85	88	85	76	97	83	91	86	84	81	76	83	74	82	88	90	89	84	82	86	83	90	80	80	84	77	89	66	84	65	71	84	73	62	87	70	87	80	82	71	89	74	81	84	88	80	77	79	90	79	86	76	82	82	82	98	82	70	85	83	76	87	83	89	93
ENSG00000162493.18	17	19	7	15	13	27	26	18	25	21	32	9	35	20	12	19	17	15	11	15	13	10	13	6	15	22	8	10	26	9	4	18	25	12	14	18	19	10	14	66	56	26	67	56	28	41	39	30	28	57	4	14	20	11	9	0	11	9	6	17	2	1	13	3	19	9	7	7	12	1	3	10	9	20	9	13	8	7	1	18	10	7	10	4	5	1	13	7	11	10	11	6	75	34	25	36	21	19	13	38	8	9	1	6	8	6	0	8	5	1	8	5	9	2	1	0
ENSG00000162496.11	53	23	19	31	23	47	36	37	31	17	45	38	84	59	26	29	71	37	31	26	60	31	27	25	27	83	20	24	41	26	28	21	26	24	13	34	24	21	17	53	57	62	46	74	45	24	60	53	25	57	30	30	42	23	28	21	37	63	57	36	37	23	31	40	40	59	54	29	50	30	25	22	59	36	28	42	39	33	25	45	56	34	69	45	23	66	26	24	68	36	45	42	69	73	52	62	75	63	56	57	18	62	20	50	51	30	41	32	60	32	56	30	24	57	36	25
ENSG00000162585.18	57	53	53	54	68	45	32	55	34	42	56	56	62	64	57	58	56	58	52	42	68	49	52	62	50	62	52	52	51	54	53	60	77	58	57	58	61	76	65	26	16	20	41	44	43	22	32	13	33	14	27	61	58	58	54	59	33	67	61	53	71	62	60	51	53	73	69	48	56	60	60	48	58	50	54	53	67	59	49	44	53	58	57	60	50	61	53	62	59	50	53	57	30	47	31	40	28	35	31	34	46	62	46	52	58	56	64	56	60	59	57	56	50	56	48	36
ENSG00000162595.9	17	26	31	69	33	26	13	51	39	36	11	87	26	23	55	70	38	62	25	18	6	52	36	69	66	10	62	61	41	74	71	23	15	29	29	17	24	12	37	5	4	13	7	8	7	6	11	7	12	5	25	42	35	91	76	3	84	28	45	11	66	49	30	60	92	81	40	56	57	20	20	54	68	90	76	60	72	31	69	52	58	68	54	12	77	38	40	31	33	39	61	60	3	1	1	1	4	5	5	2	30	49	22	8	8	11	2	46	43	32	2	7	23	5	20	16
ENSG00000162601.13	67	64	71	68	71	69	71	61	70	68	81	70	76	74	72	69	75	64	63	72	70	63	67	66	64	72	70	66	66	73	70	67	61	70	65	60	61	55	60	81	81	82	72	56	73	82	80	83	78	85	79	69	63	67	62	67	67	62	62	64	48	64	66	65	67	49	61	66	65	65	62	65	75	61	71	71	66	74	68	68	66	65	65	73	68	69	74	70	73	74	70	65	75	70	77	75	76	73	79	79	60	67	72	69	68	65	69	70	74	70	72	63	65	61	65	71
ENSG00000162604.14	33	35	47	42	39	39	49	38	46	44	47	40	49	45	38	38	50	36	41	36	55	36	40	48	39	53	45	34	44	48	47	34	42	54	40	41	37	38	40	59	64	66	55	60	59	60	56	67	47	62	63	36	46	40	41	39	47	48	42	48	36	55	49	50	51	45	43	41	53	44	46	49	45	43	47	48	42	42	46	45	44	41	55	52	41	42	42	54	51	48	50	45	56	57	67	63	64	67	59	59	37	56	47	47	57	46	57	44	52	65	62	40	43	47	42	47
ENSG00000162616.10	79	85	94	85	78	66	64	79	82	79	72	83	78	73	84	86	82	88	92	66	83	84	74	95	89	80	93	90	83	85	92	92	85	94	92	91	92	83	90	61	73	64	66	49	60	86	73	92	73	62	89	83	84	77	86	80	88	88	81	82	78	92	90	90	92	84	81	85	91	93	82	86	95	84	81	77	90	91	88	73	76	87	89	93	87	80	84	84	67	74	80	82	64	77	88	75	82	75	85	80	86	82	92	87	95	76	89	92	79	92	57	68	86	85	90	84
ENSG00000162618.16	28	51	56	57	62	54	72	53	56	33	30	55	29	28	44	47	42	61	56	42	19	45	50	31	29	35	34	31	65	43	43	34	44	25	48	41	37	43	33	47	55	43	39	29	50	55	42	58	35	43	70	19	55	40	47	17	46	49	65	30	65	55	38	50	69	33	43	35	36	5	40	33	29	54	49	66	44	25	53	36	47	58	51	62	55	35	59	46	63	54	43	48	47	47	32	63	58	53	68	73	27	33	49	30	70	16	30	32	52	55	5	17	18	40	8	37
ENSG00000162627.18	60	68	70	73	75	68	80	71	79	80	72	76	72	75	72	65	68	70	75	70	73	71	69	66	66	74	73	65	70	68	69	77	66	70	76	76	73	59	72	76	81	81	77	81	84	81	80	86	78	80	84	75	68	67	66	67	69	72	71	77	61	68	69	76	75	72	79	75	75	68	75	74	80	76	79	71	67	73	69	62	74	76	75	75	75	77	66	65	76	76	72	72	82	80	79	74	82	81	73	74	71	74	78	79	77	74	75	71	79	71	82	70	74	72	66	72
ENSG00000162630.7	5	5	0	6	9	5	12	3	6	7	21	8	16	17	11	9	28	2	14	5	18	2	4	20	4	26	9	2	3	8	12	14	1	0	7	10	2	9	9	35	27	48	21	22	23	21	28	63	8	52	9	5	8	2	1	40	1	14	5	25	10	13	17	11	4	12	21	15	4	7	9	17	7	3	6	17	3	14	3	5	7	25	19	14	2	25	9	19	32	13	10	11	37	36	35	37	30	52	49	42	14	23	17	11	33	22	50	4	13	39	53	37	15	23	15	41
ENSG00000162643.14	3	3	6	15	4	7	16	10	10	12	8	11	15	8	6	3	2	10	6	9	12	4	17	12	7	11	12	7	12	12	6	5	9	9	8	6	4	4	6	12	12	17	8	6	18	11	17	35	4	22	27	4	3	2	9	5	9	7	3	2	2	7	3	15	3	8	12	5	6	5	4	6	15	5	10	3	3	9	5	3	0	14	8	13	8	8	5	4	6	7	10	4	7	9	19	5	15	24	17	13	11	7	8	6	20	4	6	8	8	18	10	6	8	9	10	6
ENSG00000162645.14	62	49	26	48	41	40	50	41	61	41	67	60	69	71	42	42	74	46	30	49	56	44	54	34	49	57	48	51	30	66	51	43	27	13	45	58	46	22	41	68	53	64	58	76	52	49	48	47	58	60	31	56	27	63	49	53	36	58	19	34	55	43	39	36	30	34	70	62	41	47	61	48	68	51	53	54	47	72	47	32	61	40	28	44	33	50	36	21	50	50	29	44	48	36	53	31	37	38	38	26	49	46	72	52	34	51	66	33	23	33	62	31	47	64	65	37
ENSG00000162688.18	47	42	44	48	48	45	51	41	48	50	57	44	68	57	43	44	60	39	44	49	55	39	42	46	41	61	50	43	42	48	54	46	39	47	47	46	39	35	39	60	72	73	64	40	66	63	70	68	59	75	64	50	46	40	45	53	51	61	43	50	30	47	41	42	43	34	47	52	40	52	47	46	56	41	47	47	35	52	42	42	43	38	59	56	43	54	44	48	61	55	51	46	60	55	77	66	74	77	74	75	37	44	47	58	59	43	64	51	66	58	63	44	47	52	49	55
ENSG00000162695.14	56	50	47	54	51	50	57	43	49	56	56	53	66	62	53	51	69	43	53	47	54	51	51	59	51	58	50	55	49	52	65	53	56	56	49	55	55	49	51	68	73	71	63	52	60	68	69	72	61	72	73	50	57	50	50	60	55	67	59	54	50	40	54	48	48	39	51	55	48	56	53	56	57	45	61	52	51	61	57	50	56	60	63	60	46	66	55	61	63	53	55	51	72	63	66	75	67	73	76	73	44	56	51	54	60	56	69	55	68	61	52	54	55	56	53	58
ENSG00000162746.15	19	33	37	39	34	26	18	26	25	26	19	30	16	24	37	20	27	38	32	25	23	32	34	32	22	16	36	33	29	30	33	36	38	36	32	21	34	65	33	23	13	22	22	18	21	17	18	27	28	17	43	14	35	23	26	24	24	24	22	20	29	22	27	24	29	40	32	27	22	28	35	29	28	30	27	29	21	20	19	26	25	23	22	24	21	23	30	34	35	27	18	34	17	14	15	16	12	14	28	15	21	26	22	22	19	25	15	25	19	20	16	30	22	19	19	26
ENSG00000162775.17	26	24	30	23	24	23	23	26	22	23	26	30	24	25	25	27	25	28	31	30	21	32	24	28	31	25	27	28	28	25	23	24	23	31	24	21	27	26	28	21	29	29	26	16	25	27	27	26	27	25	24	29	27	27	27	27	27	23	25	24	23	20	26	25	26	24	20	28	26	24	24	26	22	25	25	23	22	24	28	27	25	25	26	21	28	21	23	25	23	23	23	26	22	20	24	24	18	13	22	24	29	21	24	23	23	26	28	25	24	20	21	27	23	25	28	30
ENSG00000162783.11	68	73	74	69	68	65	60	64	64	58	73	66	72	71	68	69	67	76	72	72	74	74	77	64	69	61	68	70	74	73	63	76	80	77	79	73	75	73	70	70	69	67	71	72	69	70	69	68	72	65	67	72	66	66	68	62	63	65	69	71	65	65	67	60	66	72	66	65	64	74	68	63	70	62	65	66	71	67	70	61	65	62	62	76	68	60	69	67	69	63	59	63	76	76	68	76	77	73	76	70	70	68	68	73	76	69	71	74	68	69	73	67	75	69	74	66
ENSG00000162825.18	30	36	44	31	33	33	36	32	37	35	28	25	31	29	35	39	31	27	28	30	33	34	31	30	38	30	42	38	31	28	25	31	47	49	40	31	39	40	38	32	26	25	21	19	32	32	23	38	24	36	31	46	33	30	28	23	37	34	32	30	23	27	30	32	32	26	22	23	37	29	28	28	34	28	27	37	27	35	33	34	32	27	28	29	32	25	28	32	27	28	33	34	34	26	34	31	32	31	34	30	25	29	33	25	35	21	19	31	32	24	24	28	27	30	31	27
ENSG00000162878.14	14	28	15	30	31	25	21	41	22	17	65	53	81	38	43	30	77	23	13	26	50	28	30	22	27	65	24	39	36	27	65	38	21	12	21	27	16	22	29	67	47	50	66	47	50	39	68	36	26	56	27	31	26	32	45	8	17	51	30	63	58	30	25	24	24	28	48	28	15	42	46	14	32	18	21	41	39	46	24	26	57	53	52	24	35	60	37	25	55	18	51	19	74	62	17	63	46	38	49	63	26	15	41	27	25	24	27	31	52	42	76	15	24	67	7	12
ENSG00000162910.20	46	43	48	39	60	38	29	34	36	30	39	55	46	42	44	41	55	42	51	38	53	52	37	51	50	49	46	45	40	41	38	49	43	44	52	53	41	60	45	24	16	26	29	41	36	21	20	15	38	19	21	52	50	53	57	47	37	44	42	43	62	59	47	43	42	59	60	39	52	47	42	42	42	39	43	52	51	47	42	44	42	40	48	43	38	56	32	45	49	41	42	39	24	38	36	35	30	37	25	24	43	52	43	46	54	47	50	49	39	49	49	59	53	49	46	35
ENSG00000162923.18	89	84	87	90	89	87	91	85	91	89	91	89	91	90	89	86	90	85	87	87	89	84	88	88	85	91	90	85	87	91	89	87	87	89	87	86	86	85	85	92	92	92	90	87	91	93	91	93	91	92	93	87	85	88	87	89	88	89	87	89	80	89	87	86	87	83	89	89	89	87	88	87	90	85	89	91	85	89	87	87	85	89	88	91	87	91	90	90	89	91	88	88	91	90	90	89	90	91	90	91	86	88	87	89	92	88	91	88	91	90	91	89	88	89	89	92
ENSG00000162944.12	6	14	20	21	26	21	35	20	30	32	16	19	23	18	14	18	20	20	11	21	14	20	23	13	15	16	19	12	19	19	7	16	16	18	18	16	12	7	18	28	30	29	30	21	32	25	19	23	34	39	24	4	6	19	17	11	29	23	8	17	10	13	10	12	19	13	13	16	27	9	20	13	19	10	14	15	14	12	19	15	14	16	15	17	16	22	17	16	20	32	23	13	25	22	33	20	21	38	30	19	11	20	19	14	21	8	13	10	21	8	12	9	10	6	17	22
ENSG00000162976.13	35	37	41	52	41	41	48	37	40	42	47	32	48	47	39	31	39	37	36	38	47	30	38	37	31	42	39	29	39	41	35	41	47	42	43	32	41	39	39	61	65	73	66	62	61	67	67	66	54	65	56	29	38	31	30	39	38	37	33	56	43	48	42	40	38	41	45	40	47	49	42	36	46	41	39	39	40	43	33	36	33	42	36	55	38	42	34	51	52	39	32	45	51	50	60	55	60	48	60	58	37	52	44	46	54	41	56	42	50	60	56	40	47	40	43	45
ENSG00000162980.18	53	36	39	43	57	50	41	47	39	47	55	56	54	47	52	55	56	46	43	54	33	38	33	46	40	45	41	37	44	59	51	45	44	39	52	34	35	34	36	70	76	75	62	66	45	69	70	71	68	74	72	38	37	38	39	34	42	32	43	35	29	34	37	40	51	38	49	48	47	40	34	44	47	42	64	73	62	42	53	51	45	50	39	46	49	53	60	47	54	68	51	52	65	60	69	70	72	62	70	68	38	49	41	47	53	44	54	39	53	62	54	45	47	37	41	56
